smiles,measured log solubility in mols per litre,source
O=C(c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1)N1CCOCC1,3.1,ChEMBL
Brc1cccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)c1,0.94,ChEMBL
N#Cc1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1,3.5,ChEMBL
Clc1ccc(-c2c[nH]cc2N2CCOCC2)cc1,3.2,ChEMBL
Clc1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1,1.02,ChEMBL
CN(C)C(=O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1,3.1,ChEMBL
CCCCOc1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1,1.21,ChEMBL
O=C(c1ccccc1)c1ccc2n1CCCCC2C(=O)O,3.17,ChEMBL
O=C(c1ccc(F)cc1)c1ccc2n1CCC2C(=O)O,2.82,ChEMBL
C[S+]([O-])c1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,1.08,ChEMBL
O=C(c1ccc(-c2ccccc2)cc1)c1ccc2n1CCC2C(=O)O,4.27,ChEMBL
Br.Br.CCN(CC)C(=O)C1CCCN(CCCCCCCCCCN2CCCC(C(=O)N(CC)CC)C2)C1,5.92,ChEMBL
Br.CCN(CC)C(=O)C1CCCN(Cc2ccccc2Cl)C1,3.49,ChEMBL
COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(NC(=O)OCc3ccc([N+](=O)[O-])cc3)c3ccccc43)[nH]c2c(OC)c1OC,4.55,ChEMBL
COC1=C(OC)C(=O)C(Cc2cccnc2)=C(C)C1=O,0.61,ChEMBL
CC1=C(/C=C/C(=O)O)C(=O)C(C)=C(Cc2cccnc2)C1=O,-0.95,ChEMBL
COc1ccc(O)c(CNc2ccccc2)c1,2.8,ChEMBL
O=S(=O)(c1cc(C(F)(F)F)ccc1F)N1CCCCCC1,4.03,ChEMBL
CCc1nc2c(-c3ccc(Cl)cc3Cl)nccc2n1C(CC)C1CC1,4.1,ChEMBL
CCCCCCCCCCN1CCCC(C(=O)N2CC(C)N(C(=O)C3CCCN(CCCCCCCCCC)C3)C(C)C2)C1,10.1,ChEMBL
NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)C(C2CCCCC2)C2CCCCC2)CC1,0.794,ChEMBL
CCCCCCCCCCN1CCCC(C(=O)N2CCN(C(=O)C3CCCN(CCCCCCCCCC)C3)C(C)C2)C1,9.58,ChEMBL
Br.Br.CC(C)N(C)C(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)N(C)C(C)C)C3)cc2)C1,3.48,ChEMBL
O=C(C1CCCN(Cc2ccc(CN3CCCC(C(=O)N4CCCC4)C3)cc2)C1)N1CCCC1,2.75,ChEMBL
Br.Br.CCN(CC)C(=O)C1CCCN(Cc2ccc(-c3ccc(CN4CCCC(C(=O)N(CC)CC)C4)cc3C)c(C)c2)C1,5.43,ChEMBL
N#Cc1ccc(NCc2cc3c(cc2O)CCO3)s1,2.8,ChEMBL
N#Cc1cc(NCc2cc3c(cc2O)CCO3)cs1,2.8,ChEMBL
CC1=C(C)C(=O)C(C(c2ccccc2)c2cccnc2)=C(C)C1=O,4.48,ChEMBL
CNS(=O)(=O)c1cc(C(F)(F)F)ccc1Cl,2.63,ChEMBL
CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.3,ChEMBL
O=C(c1cccc([N+](=O)[O-])c1)c1ccc2n1CCC2C(=O)O,2.47,ChEMBL
Cc1cccc(N2CCN(Cc3cncn3Cc3ccc(C#N)cc3)C(=O)C2=O)c1C,1.11,ChEMBL
Br.Br.CC(C)N(C(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)N(C(C)C)C(C)C)C3)cc2)C1)C(C)C,5.55,ChEMBL
OCc1ccccc1NCc1c(O)ccc2c1CCCO2,2.4,ChEMBL
CC(=O)c1ccc(/C=C/Cc2cc3c(cc2O)CCO3)cc1,4.0,ChEMBL
COc1ccc(O)c(CSc2ccccc2)c1,3.9,ChEMBL
COc1ccc(O)c(COc2ccccc2)c1,3.3,ChEMBL
O=S(=O)(c1cc(C(F)(F)F)ccc1Cl)N1CCCC1,3.44,ChEMBL
CCSCC/N=C1/C(=O)C2=C(C(O)=C1C)N1C[C@H]3N[C@H]3C1(OC)[C@H]2COC(N)=O,1.66,ChEMBL
O=C(c1ccc(Br)cc1)c1ccc2n1CCC2C(=O)O,3.6,ChEMBL
CC(C)C(=O)Nc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1,2.57,ChEMBL
Br.Br.CCN(CC)C(=O)C1CCCN(CCCCCCCCN2CCCC(C(=O)N(CC)CC)C2)C1,4.89,ChEMBL
CCCCCCCCN1CCCC(NC(=O)CCCCCCCCCN2CCCCC2)C1,9.96,ChEMBL
Br.Br.CC1CCCN(Cc2ccc(CN3CCCC(C)C3)cc2)C1,4.6,ChEMBL
COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(NC(=O)OCc3ccc([N+](=O)[O-])cc3OCCCO)c3ccccc43)[nH]c2c(OC)c1OC,4.57,ChEMBL
O=S(=O)(c1cc(C(F)(F)F)ccc1Cl)N1CCCCC1,4.01,ChEMBL
CSc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.68,ChEMBL
N#Cc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1,2.14,ChEMBL
CC(C)(C)C(=O)c1ccc2n1CCC2C(=O)O,2.6,ChEMBL
N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2=O)cc1,1.24,ChEMBL
Br.Br.CCCCCCN(C)C(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)N(C)CCCCCC)C3)cc2)C1,6.59,ChEMBL
Br.Br.CCCN(C)C(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)N(C)CCC)C3)cc2)C1,3.48,ChEMBL
Br.CCN(CC)C(=O)C1CCCN(Cc2cccc(Cl)c2)C1,3.49,ChEMBL
CCOC(=O)c1ccc(NCc2cc3c(cc2O)CCCO3)cc1,4.6,ChEMBL
O=C(c1ccccc1Cl)c1ccc2n1CCC2C(=O)O,2.71,ChEMBL
CC(C)Oc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.38,ChEMBL
O=C(c1cccc(O)c1)c1ccc2n1CCC2C(=O)O,2.18,ChEMBL
C[S+]([O-])c1ccc(C(=O)c2ccc3n2CCCC3C(=O)O)cc1,1.41,ChEMBL
O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,3.43,ChEMBL
CSc1ccc(C(=O)c2ccc3n2CCCCC3C(=O)O)cc1,3.92,ChEMBL
O=C(c1ccc(Cl)cc1Cl)c1ccc2n1CCC2C(=O)O,3.56,ChEMBL
O=C(Cc1ccccc1)c1ccc2n1CCC2C(=O)O,2.52,ChEMBL
CCc1nc2c(-c3ccc(Cl)cc3Cl)ccnc2n1C(CC)C1CC1,5.56,ChEMBL
CCCCCCC(C1=C(C)C(=O)C(C)=C(C)C1=O)c1cccnc1,5.35,ChEMBL
CC1=C(Cc2cccnc2)C(=O)c2ccccc2C1=O,2.77,ChEMBL
COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(NCCCl)=C(C)C1=O)[C@@H]2COC(N)=O,0.74,ChEMBL
CCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCN)cc3)[nH]c2n(CC)c1=O,-0.06,ChEMBL
N#Cc1ccc(Cn2cncc2CN2CCN(c3ccccc3)C(=O)C2)cc1,1.32,ChEMBL
Br.Br.O=C(c1ccccc1)N(C(=O)c1ccccc1)C(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)N(C(=O)c4ccccc4)C(=O)c4ccccc4)C3)cc2)C1,8.03,ChEMBL
CNc1cc2c(c3ccccc13)C(CCl)CN2C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,2.87,ChEMBL
COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(NC(=O)OCc3ccc([N+](=O)[O-])cc3OCCO)c3ccccc43)[nH]c2c(OC)c1OC,3.79,ChEMBL
CC1=C(C)C(=O)C(C(CCCCO)c2cccnc2)=C(C)C1=O,3.19,ChEMBL
COc1ccc(O)c(CSc2ccccc2CO)c1,2.9,ChEMBL
Oc1cc2c(cc1CNc1ccc(F)cc1F)OCC2,3.6,ChEMBL
CCN(CC)CCNS(=O)(=O)c1cc(C(F)(F)F)ccc1Cl.Cl,3.85,ChEMBL
CO[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,3.052,ChEMBL
O=C(c1cccc(Cl)c1)c1ccc2n1CCCC2C(=O)O,2.61,ChEMBL
CCCCCCCCCCN1CCCC(C(=O)N2CCN(C(=O)C3CCCN(CCCCCCCCCC)C3)CC2)C1,9.06,ChEMBL
CC(=O)NCC1CCCN(Cc2ccc(CN3CCCC(CNC(C)=O)C3)cc2)C1,0.74,ChEMBL
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,4.6,ChEMBL
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCOCC1,3.6,ChEMBL
CC(=O)c1ccc(SCc2cc3c(cc2O)CCCO3)cc1,4.2,ChEMBL
CCC(C1=C(C)C(=O)C(C)=C(C)C1=O)c1cccnc1,3.35,ChEMBL
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(OC)C1C5,2.522,ChEMBL
COc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1,2.74,ChEMBL
O=C(c1c(F)c(F)c(F)c(F)c1F)c1ccc2n1CCC2C(=O)O,3.24,ChEMBL
N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)CC2)cc1,3.4,ChEMBL
N#Cc1ccc(Cn2cncc2C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1,2.79,ChEMBL
N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,2.11,ChEMBL
CCCC(C)n1c(CC)nc2c(-c3ccc(OC(F)F)cc3Cl)ccnc21,5.35,ChEMBL
CCCCCCCCCCN1CCCC(C(=O)N2CC(C)N(C(=O)C3CCCN(CCCCCCCCCC)C3)CC2C)C1,10.1,ChEMBL
CCCCCN1CCCC(C(=O)N2CCCN(C(=O)C3CCCN(CCCCC)C3)CC2)C1,4.629,ChEMBL
Br.Br.CCN(C(=O)c1ccccc1)C(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)N(CC)C(=O)c4ccccc4)C3)cc2)C1,5.76,ChEMBL
Br.Br.O=C(O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)O)C3)cc2)C1,2.45,ChEMBL
Oc1ccc2c(c1CNc1ccc(F)cc1F)CCCO2,4.2,ChEMBL
COCC/N=C1/C(=O)C2=C(C(O)=C1C)N1C[C@H]3N[C@H]3C1(OC)[C@H]2COC(N)=O,-0.12,ChEMBL
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,2.72,ChEMBL
O=C(c1ccc(Cl)cc1)c1ccc2n1CCC2C(=O)O,3.49,ChEMBL
Br.Br.c1cc(CN2CCCCC2)ccc1CN1CCCCC1,3.57,ChEMBL
CC1=C(C)C(=O)C(C(CCCCCCC(=O)O)c2cccnc2)=C(C)C1=O,1.85,ChEMBL
CC1=C(C)C(=O)C(/C(=C/CCCCC(=O)O)c2cccnc2)=C(C)C1=O,1.05,ChEMBL
CN1CCN(S(=O)(=O)c2cc(C(F)(F)F)ccc2Cl)CC1,3.16,ChEMBL
NS(=O)(=O)c1cc(C(F)(F)F)ccc1F,1.68,ChEMBL
NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)C(c2ccccc2)c2ccccc2)CC1,-0.539,ChEMBL
COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(NCCC#N)=C(C)C1=O)[C@@H]2COC(N)=O,-0.49,ChEMBL
CCOc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1,3.31,ChEMBL
C#CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.63,ChEMBL
Cc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.24,ChEMBL
Br.Br.CCN(CC)C(=O)C1CCCN(CCCCCCCCCCCCN2CCCC(C(=O)N(CC)CC)C2)C1,6.96,ChEMBL
CC(=O)OCCCCC(C1=C(C)C(=O)C(C)=C(C)C1=O)c1cccnc1,4.08,ChEMBL
O=S(=O)(c1cc(C(F)(F)F)ccc1Cl)N1CCN(c2ccccn2)CC1,3.45,ChEMBL
CCCC[C@H]1CN(c2cccc(C)c2C)C(=O)CN1Cc1cncn1Cc1ccc(C#N)cc1,3.7,ChEMBL
COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(NC(=O)OCc3ccc([N+](=O)[O-])cc3OCC(O)CO)c3ccccc43)[nH]c2c(OC)c1OC,3.38,ChEMBL
N#Cc1ccc(NCc2cc3c(cc2O)CCCO3)cc1,3.6,ChEMBL
COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)/C(=N/CCO)C(C)=C1O)[C@@H]2COC(N)=O,-0.81,ChEMBL
CS(=O)(=O)c1ccc(C(=O)c2ccc3n2CCCC3C(=O)O)cc1,1.53,ChEMBL
O=C(c1ccc(O)cc1)c1ccc2n1CCC2C(=O)O,2.17,ChEMBL
Br.CCN(CC)C(=O)C1CCCN(Cc2ccc(Cl)cc2)C1,3.49,ChEMBL
Br.CCN(CC)C(=O)C1CCCN(Cc2ccccc2)C1,2.75,ChEMBL
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,2.71,ChEMBL
COc1ccc(O)c(C/C=C/c2ccccc2)c1,4.4,ChEMBL
COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)/C(=N/CCN)C(C)=C1O)[C@@H]2COC(N)=O,-0.84,ChEMBL
COc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,2.81,ChEMBL
O=C(c1ccc(F)cc1)c1ccc2n1CCCC2C(=O)O,2.94,ChEMBL
N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)CC2=O)cc1,2.51,ChEMBL
CC1=C(C)C(=O)C(C(c2cccnc2)c2cccc(/C=C/C(=O)O)c2)=C(C)C1=O,1.78,ChEMBL
CC(=O)c1ccc(NCc2cc3c(cc2O)CCCO3)cc1,3.5,ChEMBL
O=S(=O)(c1cc(C(F)(F)F)ccc1Cl)N1CCCCCC1,4.57,ChEMBL
O=S(=O)(c1cc(C(F)(F)F)ccc1F)N1CCCC1,2.9,ChEMBL
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(OCC)C1C5,3.047,ChEMBL
O=C(c1ccc(C(F)(F)F)cc1)c1ccc2n1CCC2C(=O)O,3.71,ChEMBL
O=C(c1ccccc1)c1ccc2n1CC(C(=O)O)C2,2.57,ChEMBL
O=C(c1ccc(F)cc1F)c1ccc2n1CCC2C(=O)O,2.59,ChEMBL
CSc1ccc(C(=O)c2ccc3n2CCCC3C(=O)O)cc1,3.54,ChEMBL
Br.CCCCCCCCCCN1CCCC(C(=O)N(CC)CC)C1,5.76,ChEMBL
CCCCC(C1=C(C)C(=O)C(C)=C(C)C1=O)c1cccnc1,4.35,ChEMBL
Cc1ccc(C(=O)c2ccc3n2CCCC3C(=O)O)cc1,3.35,ChEMBL
COc1cc([N+](=O)[O-])ccc1COC(=O)Nc1cc2c(c3ccccc13)C(CCl)CN2C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,4.77,ChEMBL
CC1=C(C)C(=O)C(C(c2cccnc2)c2cccc(CCC(=O)O)c2)=C(C)C1=O,2.08,ChEMBL
CC(=O)c1ccc(NCc2c(O)ccc3c2CCCO3)cc1,3.5,ChEMBL
Oc1cc2ccoc2cc1CNc1ccccc1,3.3,ChEMBL
COc1ccc(O)c(CNc2ccc(F)cc2F)c1,3.5,ChEMBL
COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)/C(=N/CCF)C(C)=C1O)[C@@H]2COC(N)=O,0.18,ChEMBL
CCCC[C@H]1CN(c2cccc(C)c2C)CC(=O)N1Cc1cncn1Cc1ccc(C#N)cc1,3.5,ChEMBL
Br.CCN(CC)C(=O)C1CCCN(CN2CC2)C1,2.43,ChEMBL
Br.Br.CCCCN(CC)C(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)N(CC)CCCC)C3)cc2)C1,5.55,ChEMBL
COCCOc1cc([N+](=O)[O-])ccc1COC(=O)Nc1cc2c(c3ccccc13)C(CCl)CN2C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,4.47,ChEMBL
COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(NC(=O)OCc3ccc([N+](=O)[O-])cc3OCCCN(C)C)c3ccccc43)[nH]c2c(OC)c1OC,4.95,ChEMBL
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,5.0,ChEMBL
CC1=C(C)C(=O)C(C(C)c2cccnc2)=C(C)C1=O,2.85,ChEMBL
CN1CCN(S(=O)(=O)c2cc(C(F)(F)F)ccc2F)CC1,2.61,ChEMBL
COc1ccc(C(=O)c2ccc3n2CCCC3C(=O)O)cc1,2.9,ChEMBL
O=C(c1cccc(Cl)c1)c1ccc2n1CCC2C(=O)O,3.48,ChEMBL
O=C(C1CCCN(Cc2ccc(CN3CCCC(C(=O)N4CCSCC4)C3)cc2)C1)N1CCSCC1,2.89,ChEMBL
Br.Br.CCN(CC)C(=S)C1CCCN(Cc2ccc(CN3CCCC(C(=S)N(CC)CC)C3)cc2)C1,5.01,ChEMBL
COc1cc([N+](=O)[O-])ccc1COC(=O)Nc1ccc(COC(=O)Nc2cc3c(c4ccccc24)C(CCl)CN3C(=O)c2cc3cc(OC)c(OC)c(OC)c3[nH]2)cc1,6.09,ChEMBL
CC1=C(C)C(=O)C(C(CCCC(=O)O)c2cccnc2)=C(C)C1=O,0.35,ChEMBL
O=S(=O)(c1cc(C(F)(F)F)ccc1N1CCCC1)N1CCCC1,3.57,ChEMBL
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,3.047,ChEMBL
CCCC[C@H]1CN(c2cccc(C)c2C)C(=O)C(=O)N1Cc1cncn1Cc1ccc(C#N)cc1,3.3,ChEMBL
Br.Br.CCN(CC)C(=O)C1CCCN(Cc2ccc(-c3ccc(CN4CCCC(C(=O)N(CC)CC)C4)cc3)cc2)C1,5.43,ChEMBL
COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(N)c3ccccc43)[nH]c2c(OC)c1OC,1.87,ChEMBL
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCN(C)CC1.Cl,3.3,ChEMBL
OCc1ccccc1CCCc1cc2c(cc1O)CCO2,4.0,ChEMBL
CC/N=C1/C(=O)C2=C(C(O)=C1C)N1C[C@H]3N[C@H]3C1(OC)[C@H]2COC(N)=O,0.35,ChEMBL
O=C(c1ccc(F)cc1)c1ccc2n1CCCCC2C(=O)O,3.32,ChEMBL
O=C(c1c(F)cccc1F)c1ccc2n1CCC2C(=O)O,2.47,ChEMBL
Oc1cc2c(cc1CNc1ccccc1)OCC2,2.9,ChEMBL
OCc1ccccc1NCc1cc2occc2cc1O,2.2,ChEMBL
CC1=C(C)C(=O)C(Cc2cccnc2)=C(C)C1=O,2.55,ChEMBL
COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)/C(=N/CCS)C(C)=C1O)[C@@H]2COC(N)=O,0.63,ChEMBL
Cc1ccccc1C(=O)c1ccc2n1CCC2C(=O)O,2.9,ChEMBL
Cc1cccc(N2CCN(Cc3cncn3Cc3ccc(C#N)cc3)CC2=O)c1C,2.0,ChEMBL
Br.Br.CCCN(CCC)C(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)N(CCC)CCC)C3)cc2)C1,5.55,ChEMBL
O=C(C1CCCN(Cc2ccc(CN3CCCC(C(=O)N4CCCCC4)C3)cc2)C1)N1CCCCC1,3.79,ChEMBL
O=C(C1CCCN(Cc2ccc(CN3CCCC(C(=O)N4CCC(Cc5ccccc5)CC4)C3)cc2)C1)N1CCC(Cc2ccccc2)CC1,8.14,ChEMBL
Br.CCN(CC)C(=O)C1CCCN(Cc2ccc(C(C)(C)C)cc2)C1,4.83,ChEMBL
NC(=O)c1cc(N(CCBr)CCBr)c([N+](=O)[O-])cc1[N+](=O)[O-],2.68,ChEMBL
C=CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.48,ChEMBL
N#Cc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,2.21,ChEMBL
O=C(c1ccc(Cl)cc1)c1ccc2n1CC(C(=O)O)C2,3.45,ChEMBL
COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(NC(=O)OC(C)c3ccc([N+](=O)[O-])cc3)c3ccccc43)[nH]c2c(OC)c1OC,4.9,ChEMBL
CC1=C(/C=C(\C)C(=O)O)C(=O)C(C)=C(Cc2cccnc2)C1=O,-0.65,ChEMBL
O=C(c1ccc2ccccc2c1)c1ccc2n1CCC2C(=O)O,3.97,ChEMBL
O=C(c1ccc2n1CCC2C(=O)O)C1CCC1,2.41,ChEMBL
Oc1cc2c(cc1CNc1ccc(F)cc1F)OCCC2,4.2,ChEMBL
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2cccnc2)=C(C)C1=O,1.35,ChEMBL
COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(NCCc3ccccc3)=C(C)C1=O)[C@@H]2COC(N)=O,2.48,ChEMBL
CS(=O)(=O)c1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,1.41,ChEMBL
CC(=O)c1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,2.27,ChEMBL
Cn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(CC(=O)NCCN)cc4)cc3)[nH]c2n(C)c1=O,0.05,ChEMBL
CCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNC(=O)[C@@H](N)CCCCN)cc3)[nH]c2n(CC)c1=O,1.2,ChEMBL
N#Cc1ccc(Cn2cncc2CN2CCN(c3ccccc3)C(=O)C2=O)cc1,0.46,ChEMBL
CCc1nc2c(-c3ccc(Cl)cc3Cl)ncnc2n1C(C)C1CC1,4.33,ChEMBL
CC(O)C1CCCN(Cc2ccc(CN3CCCC(C(C)O)C3)cc2)C1,2.3,ChEMBL
CC(=O)OCCCCCC(C1=C(C)C(=O)C(C)=C(C)C1=O)c1cccnc1,4.58,ChEMBL
COc1ccc(O)c(CNc2ccc(C#N)s2)c1,2.7,ChEMBL
CC1=C(C)C(=O)C(C(CCCCCO)c2cccnc2)=C(C)C1=O,3.69,ChEMBL
O=S(=O)(c1cc(C(F)(F)F)ccc1F)N1CCN(c2ccccn2)CC1,2.91,ChEMBL
CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCC1CCC(N)CC1)C(C1CCCCC1)C1CCCCC1,3.088,ChEMBL
CCO[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)C2C5,3.577,ChEMBL
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1.91,ChEMBL
O=C(c1ccccc1O)c1ccc2n1CCC2C(=O)O,2.94,ChEMBL
Br.Br.O=C(NC(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)NC(=O)c4ccccc4)C3)cc2)C1)c1ccccc1,4.18,ChEMBL
Br.Br.CCOC(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)OCC)C3)cc2)C1,4.21,ChEMBL
CN(C)CCOc1ccc2[nH]c(C(=O)N3CC(CCl)c4c3cc(N)c3ccccc43)cc2c1,2.26,ChEMBL
COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(NC(=O)OCc3ccc([N+](=O)[O-])cc3OCCCN3CCOCC3)c3ccccc43)[nH]c2c(OC)c1OC,4.55,ChEMBL
CCCCC/C=C(\C1=C(C)C(=O)C(C)=C(C)C1=O)c1cccnc1,5.05,ChEMBL
COc1ccc(O)c(CCc2ccccc2)c1,4.3,ChEMBL
CNS(=O)(=O)c1cc(C(F)(F)F)ccc1F,2.08,ChEMBL
O=C(c1cccc(F)c1)c1ccc2n1CCC2C(=O)O,2.9,ChEMBL
O=C(c1cccc(C(F)(F)F)c1)c1ccc2n1CCC2C(=O)O,3.69,ChEMBL
Br.Br.CCN(CC)C(=O)C1CCCN(CC2CCC(CN3CCCC(C(=O)N(CC)CC)C3)CC2)C1,4.57,ChEMBL
COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(N(C)C(=O)OCc3ccc([N+](=O)[O-])cc3)c3ccccc43)[nH]c2c(OC)c1OC,3.98,ChEMBL
CC1=C(C)C(=O)C(C(c2cccnc2)c2cccc(/C=C(\C)C(=O)O)c2)=C(C)C1=O,2.08,ChEMBL
OCc1ccccc1SCc1cc2c(cc1O)CCCO2,3.6,ChEMBL
CC(=O)c1ccc(NCc2cc3c(cc2O)CCO3)cc1,2.9,ChEMBL
O=C(c1ccc([N+](=O)[O-])cc1)c1ccc2n1CCC2C(=O)O,2.48,ChEMBL
CCCC(C)n1c(CC)nc2c(-c3ccc(OC(F)(F)F)cc3Cl)nccc21,4.62,ChEMBL
Br.CCCCCCCCCCN1CCCC(C(=S)N(CC)CC)C1,6.53,ChEMBL
CCCCCCCCCCN1CCCC(C(=O)N2CCC(C3CCN(C(=O)C4CCCN(CCCCCCCCCC)C4)CC3)CC2)C1,11.32,ChEMBL
OCc1ccccc1NCc1cc2c(cc1O)CCO2,1.9,ChEMBL
O=Cc1ccccc1/C=C/Cc1cc2c(cc1O)CCO2,3.9,ChEMBL
CCOC(=O)/C=C/C1=C(C)C(=O)C(Cc2cccnc2)=C(C)C1=O,3.28,ChEMBL
Cn1c(=O)c2nc(-c3ccc(OCC(=O)NCCN)cc3)[nH]c2n(C)c1=O,-0.63,ChEMBL
Br.Br.COc1cc(C(=O)NC(=O)C2CCCN(Cc3ccc(CN4CCCC(C(=O)NC(=O)c5cc(OC)c(OC)c(OC)c5)C4)cc3)C2)cc(OC)c1OC,4.06,ChEMBL
OCc1ccccc1/C=C/Cc1cc2c(cc1O)CCO2,3.5,ChEMBL
NS(=O)(=O)c1cc(C(F)(F)F)ccc1Cl,1.98,ChEMBL
O=C(c1ccc(Cl)cc1)c1ccc2n1CCCC2C(=O)O,3.6,ChEMBL
C#Cc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.33,ChEMBL
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCN)cc3)nc2n(CCC)c1=O,0.81,ChEMBL
Br.Br.CCN(CC)C(=O)C1CC(C(=O)N(CC)CC)CN(Cc2ccc(CN3CC(C(=O)N(CC)CC)CC(C(=O)N(CC)CC)C3)cc2)C1,3.39,ChEMBL
Br.Br.CN(C(=O)c1ccccc1)C(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)N(C)C(=O)c4ccccc4)C3)cc2)C1,4.72,ChEMBL
CCCCC/C=C(/C1=C(C)C(=O)C(C)=C(C)C1=O)c1cccnc1,5.05,ChEMBL
CC1=C(C)C(=O)C(C(CCCCC(=O)O)c2cccnc2)=C(C)C1=O,0.85,ChEMBL
