smiles,measured log solubility in mols per litre,source
CCn1ccc(=O)c(O)c1CO,-0.854,ChEMBL
CN(C)/C=N/c1ccn(C2CSC(CO)O2)c(=O)n1,1.02,ChEMBL
CCCCCCN1CC2CN(CCCCCC)CC(C1)C2(CC)CCCC,8.26,ChEMBL
NC1=C(Cl)C(=O)c2ccccc2C1=O,2.08,ChEMBL
O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1CCO,0.44,ChEMBL
CCOC1N=C(c2ccccc2)c2cc(Cl)ccc2N(CCCl)C1=O,3.95,ChEMBL
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,2.41,ChEMBL
CN1C(=O)CN=C(c2ccccc2Cl)c2cc(Cl)ccc21,3.25,ChEMBL
CC1=CCN(NC(=O)c2ccccc2)CC1,15.7,ChEMBL
CC1=C(C)CN(NC(=O)c2ccccc2)CC1,22.3,ChEMBL
C=C1C=CCN(NC(=O)c2ccccc2)C1,23.5,ChEMBL
Nc1nc(N)c2ncn([C@H]3CC[C@@H](CO)O3)c2n1,-0.46,ChEMBL
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Cl,4.5,ChEMBL
CNC12CCCCC1COc1ccccc12,3.31,ChEMBL
CCC(C)CN1CCN(CC(C)CC)C(C2=NCCN2)C1,3.22,ChEMBL
O=c1nc(/N=C/N(c2ccc(F)cc2)c2ccc(F)cc2)ccn1C1CSC(CO)O1,4.8,ChEMBL
CCCC1(CCC)C2CN(C(C)C)CC1CN(C(C)C)C2,4.51,ChEMBL
CCCCCN(CCCCC)/N=C/c1cc2c3c4c(C)c(O)c2c(O)c1NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)/C=C/OC(C)(O4)C3=O,3.47,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/NC5CCCCCCCCCCCCCC5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,6.78,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/OCCCc5ccccc5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,4.83,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5C(C)CC(Cc6ccccc6)CC5C)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,6.3,ChEMBL
N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,1.36,ChEMBL
CC(C)C[C@H](NC(=O)[C@@H](N)CO)C(=O)O,2.85,ChEMBL
COC(=O)[C@@H](N)Cc1ccc(O)cc1,2.31,ChEMBL
COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc1ccccc1,1.27,ChEMBL
CC[C@H](C)[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)O,2.78,ChEMBL
NCCCC[C@H](N)C(=O)O,-4.23,ChEMBL
CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)O,2.07,ChEMBL
CCCc1nsc(N)n1,1.12,ChEMBL
CC(C)CC(C/C=C1\CC(CO)(CNC(=O)C(C)(C)C)OC1=O)CC(C)C,3.95,ChEMBL
O=C1C2=C(CCC=C2O)C(C(=O)CC2CCCCC2)c2cccc(O)c21,4.97,ChEMBL
Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1OC(=O)[C@H](N)Cc1ccccc1)OC2.O=C(O)C(F)(F)F,0.5,ChEMBL
CC(=O)CCC(=O)O[C@H]1C[C@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)O[C@@H]1COP1(=O)OCc2cccc(C)c2O1,2.3,ChEMBL
Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1OC(=O)[C@@H](C)N)OC2.O=C(O)C(F)(F)F,-0.6,ChEMBL
CCc1cccc2nc(N)nc(N)c12,1.69,ChEMBL
CCSc1cccc2nc(N)nc(N)c12,2.27,ChEMBL
Fc1cccc(CN2CCC(COc3c(F)c(F)c(F)c(F)c3F)CC2)c1,4.72,ChEMBL
CCCN(CCC)/N=C/c1cc2c3c4c(C)c(O)c2c(O)c1NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)/C=C/OC(C)(O4)C3=O,3.85,ChEMBL
CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O,4.21,ChEMBL
CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,2.09,ChEMBL
CC(C)CC(C/C=C1/CC(CO)(CNC(=O)C(C)(C)C)OC1=O)CC(C)C,3.95,ChEMBL
CCC(C)[C@H](N)C(=O)O[C@H]1C[C@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)O[C@@H]1COP1(=O)OCc2cccc(C)c2O1.O=C(O)C(F)(F)F,-0.02,ChEMBL
Nc1nc(N)c2c(Cl)cccc2n1,1.72,ChEMBL
Nc1nc(N)c2c(I)cccc2n1,2.12,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(NCCCO)C3=O)N1CC1NC12,0.1,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4ccc([N+](=O)[O-])cc4)C3=O)N1CC1NC12,1.02,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCCCCC5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.75,ChEMBL
CC(C)C[C@H](N)C(=O)N[C@@H](C)C(=O)O,2.65,ChEMBL
CCOC(=O)[C@@H](N)CC(C)C,1.04,ChEMBL
COC(=O)CNC(=O)[C@H](CC(C)C)NC(C)=O,3.28,ChEMBL
O=C1c2c(O)cccc2C(C(=O)Cc2ccc3c(c2)OCO3)c2cccc(O)c21,4.06,ChEMBL
CCOC(=O)Cc1cc2c(cc1/C(=N/NC(=O)NC)c1ccc(N)cc1)OCO2,2.89,ChEMBL
CCCCCCC(=O)O[C@H]1C[C@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)O[C@@H]1COP1(=O)OCc2cccc(C)c2O1,2.6,ChEMBL
Nc1nc(N)c2c(OCc3ccccc3)cccc2n1,2.82,ChEMBL
Nc1nc(N)c2c(S(=O)(=O)c3ccccc3)cccc2n1,2.14,ChEMBL
N#Cc1ccc(OCC2CCN(Cc3ccccc3I)CC2)cc1,4.3,ChEMBL
NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1.81,ChEMBL
CC(C)C[C@H](NC(=O)CN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,2.53,ChEMBL
CC(C)CC(C/C=C1\CC(CO)(COC(=O)CC(C(C)C)C(C)C)OC1=O)CC(C)C,6.88,ChEMBL
Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1O)OC2,1.9,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4ccc(Br)cc4)C3=O)N1CC1NC12,2.16,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCC4CC4)C3=O)N1CC1NC12,1.35,ChEMBL
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O,3.56,ChEMBL
Nc1nc(-c2ncccn2)ns1,0.08,ChEMBL
COc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1OC,3.77,ChEMBL
O=C1c2c(O)cccc2C(C(=O)Cc2ccc(Br)cc2)c2cccc(O)c21,4.6,ChEMBL
CC(C)(C)OC(=O)Nc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,4.17,ChEMBL
CN(C)c1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,4.42,ChEMBL
CSc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,4.42,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OC4CC4)C3=O)N1CC1NC12,0.83,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(ccc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0.78,ChEMBL
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1.06,ChEMBL
CC(C)C[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)O,1.46,ChEMBL
CC(C)(C)c1nsc(N)n1,1.78,ChEMBL
Cc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,4.54,ChEMBL
CC(C)Oc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,4.59,ChEMBL
CC(C)Cc1ccc(C(C)C(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,5.57,ChEMBL
Nc1nc(N)c2c([N+](=O)[O-])cccc2n1,1.19,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(NCCc4ccccn4)C3=O)N1CC1NC12,1.23,ChEMBL
CCCCN(CCCC)/N=C/c1cc2c3c4c(C)c(O)c2c(O)c1NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)/C=C/OC(C)(O4)C3=O,3.66,ChEMBL
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.85,ChEMBL
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,2.37,ChEMBL
COC(=O)CNC(=O)[C@@H](N)CC(C)C,2.9,ChEMBL
NCC(=O)NCC(=O)NCC(=O)O,4.47,ChEMBL
CC(C)CC(C/C=C1\CC(CO)(COC(=O)C(C)(C)C)OC1=O)CC(C)C,5.03,ChEMBL
O=C(O)Cc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,2.84,ChEMBL
COc1ccccc1CC(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21,4.2,ChEMBL
Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1OC(=O)[C@@H](N)C(C)C)OC2.O=C(O)C(F)(F)F,-0.1,ChEMBL
CCCCCCCCCCC(=O)O[C@H]1C[C@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)O[C@@H]1COP1(=O)OCc2cccc(C)c2O1,2.8,ChEMBL
CSc1cccc2nc(N)nc(N)c12,1.81,ChEMBL
Nc1nc(N)c2c(Br)cccc2n1,1.91,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCCSSCCO)C3=O)N1CC1NC12,0.36,ChEMBL
FCCCN1CCC(COc2c(F)c(F)c(F)c(F)c2F)CC1,4.11,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(C=O)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0.13,ChEMBL
CCCCCCCCO/N=C/c1cc2c3c4c(C)c(O)c2c(O)c1NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)/C=C/OC(C)(O4)C3=O,5.2,ChEMBL
CC(C)C[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.93,ChEMBL
NCCC[C@H](N)C(=O)O,4.34,ChEMBL
NCC(=O)O,3.21,ChEMBL
CCOC(=O)c1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,4.34,ChEMBL
COc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1O,3.41,ChEMBL
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP3(=O)OCc4cc(Cl)ccc4O3)O2)cc1/C=C/Br,1.8,ChEMBL
CC(C)(C)c1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1O)OC2,2.9,ChEMBL
CNC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1=O)OCO3,1.99,ChEMBL
Nc1nc(N)c2ccccc2n1,1.01,ChEMBL
CN(C)c1cccc2nc(N)nc(N)c12,1.65,ChEMBL
CC(C)Oc1cccc2nc(N)nc(N)c12,2.05,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(NC4CCCO4)C3=O)N1CC1NC12,0.21,ChEMBL
Ic1ccc(OCC2CCN(CC3CC3)CC2)cc1,6.67,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,1.29,ChEMBL
CC[C@H](C)[C@H](N)C(=O)N[C@@H](C)C(=O)O,2.75,ChEMBL
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)O,2.92,ChEMBL
CCOC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(C)=O,1.37,ChEMBL
C[C@@H](O)[C@H](N)C(=O)O,2.91,ChEMBL
N[C@@H](CS)C(=O)O,1.73,ChEMBL
NCC(=O)NCC(=O)O,3.81,ChEMBL
N[C@@H](Cc1ccc(O)cc1)C(=O)O,2.31,ChEMBL
CC(C)C[C@@H](N)C(=O)NCC(=O)O,2.9,ChEMBL
CC(C)CC(C/C=C1\CC(CO)(CN(O)C(=O)C(C)(C)C)OC1=O)CC(C)C,3.58,ChEMBL
COC(=O)c1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,4.07,ChEMBL
Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1OC(=O)C(=O)C(C)(C)C)OC2,3.0,ChEMBL
CCCNC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1=O)OCO3,2.77,ChEMBL
CO[C@@]12C(COC(N)=O)c3c(O)c(/N=C4\C=CC(=O)C([N+](=O)[O-])=C4)c(C)c(O)c3N1CC1NC12,0.51,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4nc(C)cs4)C3=O)N1CC1NC12,1.52,ChEMBL
COC1=C(C)C(=O)C2=C(C1=O)[C@@H](COC(N)=O)[C@@]1(OC)[C@H]3N[C@H]3CN21,0.26,ChEMBL
COCCOCCOC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)[C@@]1(OC)C3NC3CN21,-0.46,ChEMBL
O=[N+]([O-])c1ccc(OCC2CCN(Cc3ccc(F)cc3)CC2)cc1,3.62,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCNCC5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,1.12,ChEMBL
CC(C)CC(NC(=O)[C@@H](N)CC(C)C)C(=O)O,1.46,ChEMBL
CC[C@H](C)[C@H](N)C(=O)N[C@@H](CO)C(=O)O,3.18,ChEMBL
CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CC(C)C)C(=O)O,2.76,ChEMBL
CCC(N)C(=O)O,2.44,ChEMBL
CCOc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,4.51,ChEMBL
O=C1c2c(O)cccc2C(C(=O)Cc2c[nH]c3ccccc23)c2cccc(O)c21,3.77,ChEMBL
Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1OC(=O)[C@@H]1CCCN1)OC2.O=C(O)C(F)(F)F,-0.4,ChEMBL
CCCCOC(=O)Cc1cc2c(cc1/C(=N/NC(=O)NC)c1ccc(N)cc1)OCO2,3.81,ChEMBL
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,1.6,ChEMBL
CCOc1cccc2nc(N)nc(N)c12,1.69,ChEMBL
CO[C@@]12C(COC(N)=O)c3c(O)c(/N=C4/C=CN=N4)c(C)c(O)c3N1CC1NC12,0.56,ChEMBL
COc1cccc(CN2CCN(/N=C/c3cc4c5c6c(C)c(O)c4c(O)c3NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)/C=C/OC(C)(O6)C5=O)CC2)c1,3.34,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCCCCCCCCC5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,4.05,ChEMBL
Nc1nc(-c2ccccn2)ns1,1.05,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4ccc5[nH]ccc5c4)C3=O)N1CC1NC12,2.45,ChEMBL
COc1ccccc1CCC(O)CNCCOc1ccc(O)c(C(N)=O)c1,1.56,ChEMBL
N[C@@H](Cc1c[nH]cn1)C(=O)O,3.12,ChEMBL
CC(C)C[C@H](NC(=O)[C@@H](N)CC(C)C)C(=O)O,1.46,ChEMBL
CC[C@H](C)[C@H](N)C(=O)NCC(=O)O,3.0,ChEMBL
COC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,1.06,ChEMBL
COC(=O)[C@H](CC(C)C)NC(C)=O,2.61,ChEMBL
COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(C)=O,1.77,ChEMBL
CC(C(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21)c1ccc(C(=O)c2ccccc2)cc1,4.46,ChEMBL
COc1ccc(CNCCNCc2ccc(OC)c(OC)c2)cc1OC.Cl,3.782,ChEMBL
CCNC(=O)N/N=C(\c1ccc(N)cc1)c1cc2c(cc1CC(=O)OCC)OCO2,3.31,ChEMBL
CO[C@@]12C(COC(N)=O)c3c(O)c(/N=C4\C=CC(=O)C(I)=C4)c(C)c(O)c3N1CC1NC12,1.75,ChEMBL
CO[C@@]12C(COC(N)=O)c3c(O)c(N=C4C=CC(=O)C=C4)c(C)c(O)c3N1CC1NC12,0.63,ChEMBL
FCCN1CCC(COc2ccc(I)cc2)CC1,4.02,ChEMBL
CCN(CC)Cc1cc2c3c4c(C)c(O)c2c(O)c1NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)/C=C/OC(C)(O4)C3=O,1.55,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5C(C)CN(Cc6ccc(C#N)cc6)CC5C)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,3.71,ChEMBL
CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,2.22,ChEMBL
CC[C@H](C)[C@H](N)C(=O)N[C@H](C(=O)O)C(C)C,2.17,ChEMBL
CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1.03,ChEMBL
CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)O,1.77,ChEMBL
N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.51,ChEMBL
CCCCOc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,5.41,ChEMBL
Cc1cc(C)c2c(c1)COP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1O)O2,2.2,ChEMBL
Nc1nc(N)c2c(N3CCCCC3)cccc2n1,2.66,ChEMBL
N#Cc1ccc(OCC2CCN(C/C=C/I)CC2)cc1,3.36,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCCCC5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.35,ChEMBL
CC[C@@H](C)[C@H](NC(=O)[C@@H](N)[C@@H](C)CC)C(=O)O,1.82,ChEMBL
COC(=O)[C@@H](N)Cc1ccccc1,1.49,ChEMBL
CSCC[C@H](N)C(=O)O,1.84,ChEMBL
CN(O)C(=O)Cc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,3.02,ChEMBL
COc1ccc(COc2ccc(CC(=O)C3c4cccc(O)c4C(=O)c4c(O)cccc43)cc2)cc1,4.91,ChEMBL
Nc1ccc(C2=NNC(=O)Cc3cc4c(cc32)OCO4)cc1,2.58,ChEMBL
CCCSc1cccc2nc(N)nc(N)c12,2.85,ChEMBL
C#CCNC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)[C@@]1(OC)C3NC3CN21,0.24,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4ccccc4)C3=O)N1CC1NC12,1.3,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCCOc4ccccc4)C3=O)N1CC1NC12,1.74,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCCCCCCCCCCCCCC5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,6.05,ChEMBL
CC(C)[C@H](NC(=O)CN)C(=O)O,2.98,ChEMBL
CC[C@H](C)[C@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)O,2.95,ChEMBL
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(C)C)C(=O)O,0.94,ChEMBL
C[C@H](NC(=O)c1ccccc1)C(=O)O,1.74,ChEMBL
N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O,1.55,ChEMBL
Nc1nc(-c2cccs2)ns1,1.77,ChEMBL
Nc1nc(-c2cnccn2)ns1,0.52,ChEMBL
Nc1ncns1,0.66,ChEMBL
N#Cc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,3.58,ChEMBL
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP3(=O)OCc4ccccc4O3)O2)cc1/C=C/Br,1.5,ChEMBL
Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1OC(=O)[C@@H](N)Cc1ccccc1)OC2.O=C(O)C(F)(F)F,0.5,ChEMBL
N#Cc1ccc(OCC2CCN(CCCF)CC2)cc1,2.93,ChEMBL
CC[C@H](C)[C@H](NC(=O)CN)C(=O)O,2.56,ChEMBL
CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)O,4.04,ChEMBL
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)O,2.41,ChEMBL
CC(C)C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CC(C)C)C(=O)O,3.18,ChEMBL
CCOC(=O)[C@@H](N)Cc1ccc(O)cc1,1.77,ChEMBL
CCOC(=O)[C@H](Cc1ccccc1)NC(C)=O,1.83,ChEMBL
CC(=O)N[C@@H](CC(C)C)C(=O)O,-2.61,ChEMBL
CC(C)(C)c1ccc(-c2nsc(N)n2)cc1,1.78,ChEMBL
O=C1c2c(O)cccc2C(C(=O)Cc2ccc(F)cc2)c2cccc(O)c21,4.11,ChEMBL
O=C1c2c(O)cccc2C(C(=O)Cc2ccc(Cl)c(Cl)c2)c2cccc(O)c21,4.74,ChEMBL
Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1OC(=O)[C@H](N)C(C)C)OC2.O=C(O)C(F)(F)F,-0.1,ChEMBL
CC1=NN=C(c2ccc(N)cc2)c2cc3c(cc2C1)OCO3,3.51,ChEMBL
NC(=O)c1cccc2nc(N)nc(N)c12,-0.33,ChEMBL
CS(=O)(=O)c1cccc2nc(N)nc(N)c12,0.63,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCCO)C3=O)N1CC1NC12,-1.1,ChEMBL
N#Cc1ccccc1CN1CCC(COc2ccc(I)cc2)CC1,4.32,ChEMBL
COC(=O)[C@H](CC(C)C)NC(=O)CNC(C)=O,3.28,ChEMBL
NC(=O)CC[C@H](N)C(=O)O,3.15,ChEMBL
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)N)C(=O)O,2.77,ChEMBL
Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1OC(=O)[C@@H](N)CC(C)C)OC2.O=C(O)C(F)(F)F,0.4,ChEMBL
COc1cccc2nc(N)nc(N)c12,1.18,ChEMBL
OCCN1CCC(COc2ccc(I)cc2)CC1,3.8,ChEMBL
FCCCN1CCC(COc2ccc(Br)cc2)CC1,5.88,ChEMBL
N#Cc1ccc(OCC2CCN(CCF)CC2)cc1,2.42,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(Cc6ccccc6)CC5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,3.36,ChEMBL
NN1CCNCC1,0.29,ChEMBL
CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)O,1.74,ChEMBL
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.27,ChEMBL
CC(C)CC(C/C=C1\CC(CO)(COC(=O)C(C)(C)C)NC1=O)CC(C)C,5.01,ChEMBL
O=C1C2=C(CCC=C2O)C(C(=O)Cc2ccc3ccccc3c2)c2cccc(O)c21,4.71,ChEMBL
O=C1c2c(O)cccc2C(C(=O)Cc2ccc(-c3ccccc3)cc2)c2cccc(O)c21,5.02,ChEMBL
Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1OC(=O)[C@H](N)CC(C)C)OC2.O=C(O)C(F)(F)F,0.4,ChEMBL
CNC(=O)NC(=O)Cc1cc2c(cc1C(=O)c1ccc(N)cc1)OCO2,1.82,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCCSc4ccccc4)C3=O)N1CC1NC12,2.38,ChEMBL
CCCCCCCCN(CCCCCCCC)/N=C/c1cc2c3c4c(C)c(O)c2c(O)c1NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)/C=C/OC(C)(O4)C3=O,3.6,ChEMBL
CC(C)[C@H](N)C(=O)NCC(=O)O,3.29,ChEMBL
